81,174,401,149,39,53,48,24,64,24,24,40,0,0,44,24,60,20,24,16,32,20,44,32,48,32,48,28,48,28,0,7.2,0,0.4,1.5,17.2,0,5.5,0,0.1,1.7,17.6,-1.6,0.9,0,-0.3,0.4,-1.5,-6.4,0,0,-0.3,-1.6,-15.3,0,4.2,-0.9,0.4,0.7,8.3,0,2.2,0,-0.2,0.8,6.6,0,1,-8.8,0.5,-0.6,-21.6,0,2.6,-7.9,0.8,2,-16.4,0,5.8,-7.7,0.9,3.8,-5.7,0,9.5,-5,0.5,2.6,11.8,0,11,-2.4,0.4,2.6,21.6,0,8.5,0,0.2,2.1,20.4
138,163,386,185,102,75,40,24,56,40,116,52,64,88,36,24,128,24,24,100,40,96,48,32,44,28,44,28,44,24,0,4.5,-2.8,0.3,2.5,-2.2,-0.4,6.4,-1.3,0.7,2.7,14.2,-0.6,4.4,0,0.5,0.2,24.7,-5.3,1.8,0,-0.5,-2.5,-8,0,1.7,-2.7,-0.2,1,-9.4,0,4.9,0,0.6,1.4,31.3,0,0.7,-3.8,0.3,-3.3,18.7,0,2.2,-4.1,0.5,-2.4,20.9,0,5.8,-4.1,0.4,0.3,20.4,0,10,-5.7,0.5,2.2,-3,0,11.1,-3.4,0.4,3.4,11.5,0,9.5,-2.4,0.3,3.4,12.3
100,202,380,179,143,71,72,48,64,36,52,56,32,72,60,44,60,32,0,0,40,20,52,32,56,36,60,36,64,40,0,7.8,-0.7,1.1,1.9,27.3,0,9.1,-2.6,0.4,1.5,24.5,-0.4,1.6,-2.2,-1,-0.9,-1.5,-8.2,1.8,0,-0.7,-1.7,-23.4,0,3.2,-0.4,0.7,1.2,9.4,0,5.1,-2.5,0.3,0.6,9.8,-6.5,0,0,-0.4,-0.4,-18.2,0,1.2,-6.9,-0.5,2.9,-12.7,0,9,-7.9,0.1,4.1,7.6,0,15,-5.5,0.1,3.3,28.8,0,15.2,-3.7,0.6,3,36.8,0,12.2,-2.2,0.4,2.6,34.6
77,129,377,133,77,70,44,24,40,24,44,24,16,48,0,0,44,24,20,12,24,16,36,24,40,28,40,24,44,24,0,1.8,0,0.2,1,3.9,0,7.6,-1.1,0.5,1.4,13.5,0,5.9,-0.5,0.3,0.6,12.2,-4.6,0.6,0,-0.4,-0.9,-9.7,-2.1,0,0,-0.3,0.4,-3.7,0,6.8,-0.9,0.7,0.7,14.2,0,1.3,-11.5,-0.3,1.7,-30.9,0,2.3,-17.5,-0.6,4.5,-46.3,0,3.7,-11,-0.5,4.1,-19.8,0,7.7,-6.4,0.4,1.9,1.4,0,7.4,-2.5,0.4,1.3,9.3,0,6.5,0,0.4,1,14.3
78,0,376,157,70,67,44,24,52,28,56,24,32,56,0,0,52,28,20,8,24,16,36,24,44,28,48,28,48,24,0,4.1,-1.1,0.8,1,7.1,0,8.4,-1.5,0.6,0.7,19.4,0,4.4,-0.8,-0.3,-0.6,11.2,-6.3,1.3,0,-0.6,-0.8,-13.1,-0.8,0,0,0.6,0.7,-2,0,6.3,-1.2,0.2,0.3,14.7,0,0.5,-7.3,0.2,-0.1,-15.5,0,0.7,-8.9,0.6,2.5,-20.5,0,2.1,-9,0.6,3.8,-16.1,0,6.6,-4.1,0.3,1.4,4.7,0,8.5,-2.7,0.1,0.8,14.5,0,8.2,-1.9,0.1,0.5,15.8
84,118,354,160,63,64,40,20,44,28,36,20,12,44,0,0,36,20,20,12,24,12,28,16,44,32,44,28,40,24,0,2.3,0,0.4,1,4.6,0,5.4,-0.7,1.8,2.8,11.4,0,3,-0.4,1.4,1.8,5.3,-3.9,0.5,0,-1.1,-1.9,-7.5,0,0,0,-0.6,-0.5,0,0,4.2,-0.5,1.6,2.3,7.2,0,0.9,-5.5,-0.7,1,-14.5,0,1.2,-6.4,-0.5,2.6,-13.9,0,2.4,-10.3,0.3,6.8,-19.3,0,7.9,-7.3,0.9,6.5,5.7,0,9.3,-3.8,0.8,3.8,15.1,0,7,-1.3,0.6,2.1,12.5
89,130,383,156,73,63,44,28,56,32,72,28,28,60,28,16,60,32,24,68,36,20,40,24,56,40,52,32,44,44,0,3.5,-2,0.4,1.3,3.7,0,9.9,-0.8,1.2,1.2,26.8,0,8.3,0,0.8,0.3,29.8,-6.1,1.1,0,-0.6,-1.2,-15.5,0,0.6,-4.1,-0.1,0.8,-10.6,0,8.9,0,0.8,0.7,26.7,0,1.3,-5.4,0.2,0.8,-5.2,0,4.4,-8.5,0.8,3.9,-10.8,0,4.3,-7.3,1.1,4,-8.9,0,7,-3.2,1.1,1.3,13.2,0,10.9,-2.5,1,1,23.8,-0.6,10.8,-1.7,0.8,0.9,20.1
77,143,373,150,65,72,40,20,40,20,44,36,28,48,40,20,24,20,20,12,36,24,40,24,36,24,40,28,40,24,0,6.1,-1.7,0.8,1.6,9.9,0,4.5,-1.3,1.2,1.8,7.7,-2.6,1.1,0,0.5,0.2,-1.7,-5.3,1.6,0,-1.1,-1.8,-8.4,0,4.6,-0.9,0.3,0.7,8,-0.5,1.3,-0.7,0.8,1.2,0.7,0,0.6,-4.4,-0.4,-1.8,-9,0,3.3,-6.7,0.2,-0.9,-10.1,0,6.5,-9.1,0.5,0.4,-8.8,0,3.8,-5.6,0.5,0.3,-8.8,0,4.8,-4.3,0.6,0.9,-1.5,0,4.4,-2.2,0.5,1.5,4.9
78,155,382,163,81,73,72,24,44,28,0,0,36,48,84,28,0,0,24,72,36,24,44,28,48,32,44,32,44,28,0,6.3,0,0.8,0.7,22.6,0,3.7,-2.6,0.9,0.8,2.4,-3.5,0,0,0.4,0.1,-14,-5.2,0.6,0,-1.1,-0.6,-10.4,0,5.1,0,0.6,0.1,21.4,-2.9,0,0,0.7,0.4,-10.4,0,0.5,-5.4,-0.8,-0.4,-7.3,0,2.3,-3.7,0.1,0.6,-1.8,0,5.1,-5.8,0.5,1,-1.5,0,8.2,-5.8,0.8,1.1,4.6,0,7.1,-4.2,0.8,0.5,4.7,0,6.3,-2.1,0.8,0.5,8.8
91,180,355,157,104,56,92,32,48,52,40,52,0,0,40,28,44,52,44,28,48,32,52,36,60,36,52,52,48,48,0,3.2,0,0.4,1.1,14.7,-1.3,14.6,-0.4,0.8,1.7,32.8,-2.6,13.1,0,0.4,0.6,21.6,-8,0,0,-0.6,-1.4,-22.4,0,2.3,-5.7,-0.1,0.2,-5.6,-1.9,13.9,0,0.6,1.1,27.5,0,3.3,-7.4,0.2,-0.4,-9,0,8.9,-8,0.3,1.3,11.7,0,11.4,-3.7,0.5,4.8,23,0,20.6,-2.6,0.6,5.4,61.1,-1.1,19,-1.4,0.5,3.4,47.3,-0.9,12.3,0,0.4,2.1,28.5
77,158,399,163,94,72,80,28,72,44,64,52,0,0,36,20,80,32,28,20,36,20,52,32,48,24,44,36,64,40,0,10.2,0,0.6,2.3,40.8,-0.5,12.9,0,0.9,2,45.9,-0.6,4.2,0,0.7,-0.7,12.7,-11.5,0,0,-0.9,-2,-46,0,3.3,-0.9,0.7,1,4.3,0,8.4,0,0.5,1,33.6,0,3.4,-10.4,-0.8,-0.3,-20.2,0,5.6,-5.3,-0.5,3.4,0.5,0,8.3,-2.5,0.4,3.3,19,0,12.7,-1.1,0.3,1.9,29.8,-0.5,13.6,-0.4,0.2,1.9,29.3,-0.6,12.4,0,0.3,1.7,39.2
75,132,350,169,65,76,48,24,44,28,40,24,32,44,60,20,40,24,20,12,28,20,48,20,48,28,48,28,48,28,0,5.6,0,0.3,1.7,13.4,0,7.9,-1.8,1.2,2.3,14.8,0,2.6,-1.8,0.8,0.6,1.6,-6.7,1.2,0,-0.9,-1.8,-11.5,0,1.7,0,0.1,0.5,5.1,0,5.3,-1.9,0.8,1.4,7.2,0,1.4,-13.7,-0.9,0.5,-28.7,0,2.5,-11.9,-0.8,4.1,-22.6,0,5.9,-3.3,0.6,7,10.8,0,9.6,-2.9,0.7,3.1,19.6,0,9.6,-1.6,0.7,2.6,20.2,0,7.7,-0.8,0.6,1.7,17.2
82,145,347,169,61,67,48,20,52,28,52,28,32,56,32,60,52,28,16,72,20,76,24,12,56,40,52,32,48,28,0,2.2,0,0.4,0.7,5.2,0,9.8,-1.7,1.4,2.6,22.4,0,7.5,-1.2,1.2,2,17.4,-6,1.1,0,-0.9,-1.6,-13.9,-2.6,0.4,0,-0.4,-0.7,-5.6,0,8.6,-1.5,1.3,2.2,19.9,0,0.5,-8.7,-0.6,-0.4,-18.6,0,0.8,-9.7,-0.4,0.8,-19.4,0,1.4,-11.8,0.4,4.4,-29,0,7.6,-3.4,0.4,4.7,16.5,0,11.5,-2.6,0.4,2.8,25.3,0,9.4,-1.7,0.6,2.3,19.5
70,120,353,122,52,70,48,24,48,28,44,24,16,52,24,8,48,28,0,0,0,0,32,16,48,32,48,28,52,28,0,3.2,0,0.2,0.5,7.6,0,6,0,0.1,0.7,14.4,0,3,-0.4,-0.2,0.2,6.4,-4.6,0.4,0,-0.4,-0.6,-10.7,0,0.8,0,0.3,0.1,0.9,0,4.4,0,0.1,0.4,10.5,-10.4,0,0,0.2,0.5,-31.2,-6.7,0,0,0.3,0.6,-20.1,0,1.7,-4.1,0.5,1.3,-6.3,0,8.4,-2.9,0.4,0.9,14.3,0,8.4,-1.8,0.3,0.5,16.9,0,6.6,0,0.3,0.7,17.1
91,154,392,175,83,66,44,20,84,28,72,44,0,0,36,12,68,32,0,0,24,16,40,28,44,32,48,28,64,28,0,2.4,-0.8,0.7,1,3,0,3.8,0,0.9,0.2,15.9,-0.5,3.3,0,0.6,-1,11.4,-2.9,0,0,-0.7,-0.4,-11,0,0.9,-2,-0.2,0.8,-2.4,0,3.2,0,0.7,-0.4,10.8,-9.1,0,0,-0.2,2.8,-32.7,0,0.8,-13.3,-0.1,6.1,-41.6,0,5,-17.3,0.2,7.9,-34.9,0,11,-9.9,0.6,3,-1.5,0,8.3,-1.5,0.5,1.1,16,0,5.7,0,0.4,0.5,18.2
82,181,399,158,79,66,56,28,64,44,20,8,20,72,56,32,24,8,20,64,44,20,52,32,60,36,64,40,68,40,0,9.5,-0.6,0.9,1.7,26.2,0,3.4,-1.1,1.2,1.8,9.1,0,0.5,-6.6,0.4,-0.1,-23.2,-6.4,0.9,0,-1.1,-1.7,-20.8,0,7.9,0,-0.1,0.8,22.1,0,0.6,-2.3,0.8,0.8,-6.6,-4.2,1,0,-0.6,-0.7,-11.6,0,4.9,-2.5,-0.2,1.6,7.7,0,14.4,-2.7,0.1,4,33.7,0,18.8,-2,0.5,3.6,54.4,0,9.5,-1.4,0.5,2,28.8,0,7.7,-0.9,0.5,1.8,25.2
83,251,383,189,183,76,36,32,44,24,52,32,24,52,76,24,48,28,24,16,36,24,48,32,48,32,40,40,44,40,-0.4,4.8,-0.9,0.7,3,7.1,0,7.3,-1.7,1,3.7,13.7,0,2.6,-1.1,0.3,0.7,5.2,-6.3,1,0,-0.7,-2.9,-13.9,-0.4,1.2,0,0.2,1.1,4.3,0,5.3,-1.2,0.5,1.8,11.3,0,2.1,-6.5,0.2,-2,-19.6,0,4.9,-7.1,-0.3,2.6,-8.2,0,7,-6.8,-0.5,5.7,6,0,11.5,-4.3,0.4,4,21.6,-0.5,11.4,-2.8,0.4,4.2,18.5,-0.6,9.1,-1.4,0.6,3.3,17.1
90,122,336,177,78,66,36,20,52,28,60,40,24,56,0,0,56,32,32,20,40,24,40,24,44,32,40,24,40,40,0,3,-1.4,0.5,0.3,3.8,0,8,-1.3,1.5,1.5,18.5,0,6.4,-1.5,1.1,1.3,16.8,-5.2,1,0,-1.1,-1.1,-12.3,-3.4,0,0,-0.1,-0.4,-7.4,0,7.2,-1.2,1.1,1.4,18.5,0,2,-4.3,-0.5,0.7,-6.2,0,6.8,-9.7,0.4,3.5,-1.4,0,14.1,-22.7,1.1,7.1,-21.7,0,18.5,-17.6,1.2,2.9,-8.5,0,12.7,-5.3,1,1.4,10.6,-0.6,8.3,-1.8,0.8,1.1,11.7
71,132,364,169,82,77,44,24,72,24,56,32,0,0,28,16,72,32,32,20,40,24,44,28,48,32,48,28,48,24,0,5.2,-0.6,0.8,1,11.1,0,7.8,0,1.1,1.8,28,-0.4,5,0,0.3,0.8,13.7,-6.3,0,0,-1,-1.3,-22.6,0,2,-2.3,0.3,0.2,-0.8,0,6,0,0.7,1.2,21.6,0,1.6,-5,-0.6,0.7,-7.5,0,5.4,-7.1,-0.3,2.2,0.9,0,8.5,-7,0,3,8.9,0,8.9,-3.6,0.4,2.4,17,0,9.8,-2.3,0.5,2,19.4,0,8.9,-1,0.5,1.7,19.7
75,157,406,143,92,69,72,24,48,28,28,12,0,0,56,36,40,24,28,16,32,20,40,24,44,28,48,28,56,36,0,5.9,0,0.6,1,21.2,0,4.6,-1.1,0.8,0.7,9.1,0,1.4,-4.1,0.4,-0.4,-8.7,-4.8,0,0,-0.5,-0.9,-18.2,-0.5,4.5,0,-0.1,0.6,12.1,0,2.6,-2.4,0.6,0.2,0.4,0,2,-7.7,0.3,-0.9,-20.3,0,6,-10.6,0.3,0.8,-13.7,0,10.9,-10.2,0.6,1.3,-10.8,0,10.9,-6,0.5,0.9,9.5,0,9.7,-3.2,0.6,1.2,16.2,0,6.7,-0.5,0.4,1.1,18.4
82,140,388,149,82,68,80,40,52,32,40,44,0,0,28,36,52,32,24,12,28,16,40,24,48,28,52,32,52,28,0,4.6,0,-0.2,1.9,18.4,0,11.2,-0.9,0.8,1.6,27.9,-0.5,6.5,-1.9,0.7,-0.5,9.5,-7.8,0,0,0.1,-1.6,-24.9,-1,1.5,0,-0.4,1.1,0.7,0,8.9,-1.3,0.7,0.6,21.6,0,1,-10.4,0,-1.6,-23.7,0,2,-10.7,0,1,-20.7,0,4.4,-8.1,0,2.9,-7.4,0,12.6,-4.9,0.6,1.9,20.4,0,15.8,-2.9,0.5,2.5,35.8,0,13.6,0,0.5,2.5,35.3
95,161,407,168,83,67,52,28,48,28,44,32,48,52,100,36,36,20,24,72,36,24,64,40,48,28,48,24,48,28,0,7.8,-0.8,0.7,1.8,18.8,0,9.8,-3.2,0.8,3,15.2,0,2.4,-3.6,0.2,1.1,-7,-8.6,1.9,0,-0.6,-2.2,-16.1,0,2.8,0,0.4,0.8,14,0,6.6,-2.8,0.4,1.5,3.4,0,1.2,-11.9,0.1,-2.2,-18.8,0,2.6,-7.8,0.4,1.4,-12.5,0,5.5,-3.6,0.6,3.8,11.2,0,11.6,-3.2,0.3,3.3,19.5,0,13.2,-2.3,0.4,3.5,25.2,0,12.7,-1.8,0.3,3.2,25.4
90,164,420,381,99,79,72,32,60,40,16,8,0,0,68,24,24,12,0,0,0,0,48,32,44,28,52,32,64,36,0,10.4,0,0.9,-1.4,37.4,0,4.3,-0.7,1.1,0.1,11.7,0,0.4,-6.3,0.3,0.4,-19.8,-7.5,0,0,-0.9,-0.1,-27,0,9.1,0,0.5,-1.2,30.9,0,0.7,-2.5,0.6,-0.6,-6.7,-7.3,0,0,-0.6,2,-27.7,-4.7,0,0,-0.2,2.2,-16.9,0,6,-7.2,-0.4,0.3,-4.3,0,9.3,-6.4,0.2,-1.7,2.5,0,6.5,-2.4,0.5,-1.7,11.2,0,5.4,0,0.4,-1.4,17.2
96,147,400,301,82,71,60,40,40,24,0,0,48,56,64,40,0,0,20,8,36,20,44,28,44,28,44,28,44,28,0,12.7,0,0.3,-1.7,38.1,0,4.5,-4.7,0.1,-0.8,-4.1,-10.6,0,0,-0.7,1.1,-44.5,-8,3,0,-0.5,1.2,-12,0,11.2,0,0.4,-1.4,35.8,-5.5,0,0,0.3,0.5,-24.2,0,0.6,-13.2,-0.5,1.8,-33.7,0,0.9,-8.8,0.2,1.3,-19.5,0,4.1,-6.6,0.2,-1.6,-8.1,0,7.3,-7.4,0.2,-1.3,-9.1,0,6.8,-6,0.4,-1.2,-5.5,0,7.3,-3.9,0.5,-1.1,3.6
85,157,408,172,91,51,92,28,0,0,0,0,20,36,96,36,0,0,0,0,12,20,36,24,48,32,52,32,48,28,0,4.3,0,0.6,1.2,19.7,-3.4,0,0,1.1,1.2,-12.9,-5.5,0,0,0.5,-0.7,-24.2,-1.6,0.8,0,-0.8,-1.1,-1.7,0,4.9,0,0.3,0.7,23.5,-4.3,0,0,0.8,0.7,-17.2,-3.9,0,0,-0.6,1.5,-10.9,-0.4,0.4,-3.8,0.1,4.8,-7.7,0,2.4,-7.6,0.4,7.3,-10.9,0,5.9,-6.7,0.7,5.2,2.1,0,6.4,-3.9,0.6,2.6,9.6,0,4.5,-1.6,0.7,1.1,8.6
71,136,339,152,76,81,80,28,48,28,0,0,0,0,72,20,36,20,0,0,24,12,36,20,48,32,44,28,44,24,0,4.6,0,0.5,1,18.4,0,4.6,-0.8,0.7,0.8,9.8,-2.1,0,0,0.4,-0.3,-5,-3.9,0,0,-0.7,-1.2,-14.8,0,1.9,0,-0.2,0.6,6.8,0,2,-1.2,0.7,0.5,1.5,-8.3,0,0,0.1,-0.3,-23.2,0,0.9,-6.1,0.1,1.7,-12.4,0,2.3,-6.1,0.3,2.9,-6.8,0,9,-5.1,0.5,1.9,11.4,0,9.3,-2.8,0.4,1.8,14.3,0,6.9,-0.8,0.4,1.4,13.5
75,125,353,183,63,93,40,32,64,16,28,52,0,0,44,24,68,24,24,16,32,20,36,24,40,24,40,24,40,32,-0.5,7.3,0,-0.1,2.4,14.3,0,7,0,1,2.5,22.4,0,1.2,-0.8,0.3,0.2,3.5,-6.9,0,0,-0.5,-2.8,-16.5,0,4.6,-1,0.7,1.4,8.7,0,2.8,0,0.5,1.4,9.5,0,1.5,-9,0.4,-0.4,-19.8,0,3,-11.1,0.5,3.6,-17.4,0,6.3,-10.1,0.8,4.7,-4.8,0,7.5,-5.4,0.6,3,5.3,0,8.3,-2.7,0.6,3,11.2,-0.5,8.1,-0.8,0.7,2.5,14.5
78,137,368,148,83,69,64,24,40,24,28,16,0,0,52,20,36,20,20,12,24,12,44,16,44,28,40,24,48,24,0,9.4,0,0.7,1,30,0,9.3,-1.5,1.2,1.8,15.6,0,2.8,-6.8,0.4,0.8,-11,-8.9,0,0,-0.9,-1.2,-30.2,0,7.2,0,0.1,0.1,18.7,0,6,-3.6,0.7,1.1,3.6,0,1.1,-12.5,-0.5,1.8,-31.4,0,1.5,-7.1,-0.4,4.6,-13.8,0,1.6,-5.7,-0.4,4.8,-5.6,0,14.8,-5.5,0.7,2.8,21.5,0,13,-2.4,0.6,1.4,21.2,0,10.9,0,0.7,1.2,26.1
82,145,357,129,101,80,44,24,60,40,52,48,16,8,40,20,48,40,28,16,36,20,40,28,36,24,36,36,40,36,0,2.8,-0.4,0.7,0.7,5.5,-1.4,4.5,0,1.9,0.9,11.6,-1.8,2.3,0,1.3,0.3,2.7,0,0.4,-3.7,-1.3,-0.9,-10,0,1.1,-1.1,-0.5,0.3,0.3,-1.4,3.4,0,1.6,0.7,6.2,0,1.2,-9.1,0.2,0.9,-23.8,0,2.1,-11.4,0.3,2.6,-23.6,0,6.4,-10.1,0.8,2.6,-7.4,0,9.4,-6.3,1,1.2,3.1,-0.4,9.8,-3.9,0.9,1,8,-0.6,6.8,-0.8,0.9,0.8,11.8
